"","to","from","movers","date","fr_pat","to_pat","fr_users","to_users"
"10446","51165","51061",179,2019-01-01,30,79,107514,112753
"10447","51165","51085",88,2019-01-01,42,79,185889,112753
"10448","51165","51600",0,2019-01-01,105,79,33021,112753
"10449","51165","51610",58,2019-01-01,106,79,18212,112753
"10450","51165","51109",78,2019-01-01,54,79,55210,112753
"10451","51165","51043",0,2019-01-01,22,79,22764,112753
"10452","51165","51105",0,2019-01-01,52,79,35683,112753
"10453","51165","51103",0,2019-01-01,51,79,14049,112753
"10454","51165","51089",48,2019-01-01,44,79,92093,112753
"10455","51165","51036",0,2019-01-01,19,79,10204,112753
"10456","51165","51187",120,2019-01-01,90,79,64982,112753
"10457","51165","51115",0,2019-01-01,57,79,13186,112753
"10458","51165","51173",0,2019-01-01,83,79,50469,112753
"10459","51165","51685",0,2019-01-01,116,79,29141,112753
"10460","51165","51595",0,2019-01-01,104,79,7929,112753
"10461","51165","51065",33,2019-01-01,32,79,41315,112753
"10462","51165","51770",59,2019-01-01,126,79,158696,112753
"10463","51165","51111",0,2019-01-01,55,79,20351,112753
"10464","51165","51790",537,2019-01-01,128,79,38974,112753
"10465","51165","51069",131,2019-01-01,34,79,137274,112753
"10466","51165","51540",303,2019-01-01,99,79,68209,112753
"10467","51165","51161",198,2019-01-01,77,79,173951,112753
"10468","51165","51137",18,2019-01-01,66,79,56203,112753
"10469","51165","51033",31,2019-01-01,17,79,50376,112753
"10470","51165","51510",234,2019-01-01,96,79,213087,112753
"10471","51165","51640",0,2019-01-01,109,79,7278,112753
"10472","51165","51171",1341,2019-01-01,82,79,70180,112753
"10473","51165","51063",34,2019-01-01,31,79,27190,112753
"10474","51165","51073",0,2019-01-01,36,79,62095,112753
"10475","51165","51007",0,2019-01-01,4,79,22500,112753
"10476","51165","51750",88,2019-01-01,124,79,32409,112753
"10477","51165","51820",392,2019-01-01,131,79,34029,112753
"10478","51165","51049",0,2019-01-01,25,79,15453,112753
"10479","51165","51620",0,2019-01-01,107,79,12464,112753
"10480","51165","51021",0,2019-01-01,11,79,9754,112753
"10481","51165","51019",95,2019-01-01,10,79,135376,112753
"10482","51165","51149",12,2019-01-01,72,79,63575,112753
"10483","51165","51001",0,2019-01-01,1,79,46982,112753
"10484","51165","51191",15,2019-01-01,91,79,87011,112753
"10485","51165","51760",152,2019-01-01,125,79,354947,112753
"10486","51165","51177",277,2019-01-01,85,79,221513,112753
"10487","51165","51067",134,2019-01-01,33,79,96126,112753
"10488","51165","51037",0,2019-01-01,20,79,21475,112753
"10489","51165","51071",0,2019-01-01,35,79,27875,112753
"10490","51165","51107",175,2019-01-01,53,79,580113,112753
"10491","51165","51175",36,2019-01-01,84,79,31773,112753
"10492","51165","51155",16,2019-01-01,74,79,57623,112753
"10493","51165","51650",38,2019-01-01,110,79,224693,112753
"10494","51165","51087",215,2019-01-01,43,79,558046,112753
"10495","51165","51153",218,2019-01-01,73,79,727098,112753
"10496","51165","51193",38,2019-01-01,92,79,28073,112753
"10497","51165","51147",58,2019-01-01,71,79,39815,112753
"10498","51165","51195",32,2019-01-01,93,79,65949,112753
"10499","51165","51690",16,2019-01-01,117,79,22276,112753
"10500","51165","51023",52,2019-01-01,12,79,58981,112753
"10501","51165","51775",144,2019-01-01,127,79,43358,112753
"10502","51165","51700",91,2019-01-01,118,79,300145,112753
"10503","51165","51035",0,2019-01-01,18,79,45489,112753
"10504","51165","51041",257,2019-01-01,21,79,584264,112753
"10505","51165","51199",28,2019-01-01,95,79,111883,112753
"10506","51165","51197",36,2019-01-01,94,79,47549,112753
"10507","51165","51179",478,2019-01-01,86,79,227335,112753
"10508","51167","51093",0,2019-01-01,46,80,60681,43661
"10509","51167","51183",0,2019-01-01,88,80,17885,43661
"10510","51167","51079",0,2019-01-01,39,80,30089,43661
"10511","51167","51081",0,2019-01-01,40,80,18707,43661
"10512","51167","51013",0,2019-01-01,7,80,302943,43661
"10513","51167","51077",0,2019-01-01,38,80,22261,43661
"10514","51167","51121",56,2019-01-01,60,80,161239,43661
"10515","51167","51720",29,2019-01-01,120,80,6050,43661
"10516","51167","51051",401,2019-01-01,26,80,24349,43661
"10517","51167","51053",0,2019-01-01,27,80,50342,43661
"10518","51167","51810",16,2019-01-01,130,80,784792,43661
"10519","51167","51670",0,2019-01-01,112,80,38762,43661
"10520","51167","51095",0,2019-01-01,47,80,109104,43661
"10521","51167","51680",0,2019-01-01,114,80,117483,43661
"10522","51167","51570",0,2019-01-01,101,80,33302,43661
"10523","51167","51015",0,2019-01-01,8,80,128468,43661
"10524","51167","51660",15,2019-01-01,111,80,84786,43661
"10525","51167","51710",0,2019-01-01,119,80,408163,43661
"10526","51167","51139",0,2019-01-01,67,80,40673,43661
"10527","51167","51091",0,2019-01-01,45,80,2025,43661
"10528","51167","51678",0,2019-01-01,113,80,11226,43661
"10529","51167","51167",36858,2019-01-01,80,80,46676,43661
"10530","51167","51057",0,2019-01-01,28,80,19001,43661
"10531","51167","51580",0,2019-01-01,102,80,8712,43661
"10532","51167","51113",0,2019-01-01,56,80,21001,43661
"10533","51167","51800",0,2019-01-01,129,80,150156,43661
"10534","51167","51027",932,2019-01-01,14,80,34563,43661
"10535","51167","51550",0,2019-01-01,100,80,404560,43661
"10536","51167","51097",0,2019-01-01,48,80,11873,43661
"10537","51167","51029",0,2019-01-01,15,80,28349,43661
"10538","51167","51141",33,2019-01-01,68,80,29110,43661
"10539","51167","51185",1399,2019-01-01,89,80,66906,43661
"10540","51167","51009",0,2019-01-01,5,80,58598,43661
"10541","51167","51083",0,2019-01-01,41,80,58170,43661
"10542","51167","51085",0,2019-01-01,42,80,185889,43661
"10543","51167","51011",0,2019-01-01,6,80,29404,43661
"10544","51167","51059",0,2019-01-01,29,80,1763382,43661
"10545","51167","51730",37,2019-01-01,121,80,49745,43661
"10546","51167","51043",0,2019-01-01,22,80,22764,43661
"10547","51167","51770",39,2019-01-01,126,80,158696,43661
"10548","51167","51520",55,2019-01-01,97,80,25038,43661
"10549","51167","51047",0,2019-01-01,24,80,78830,43661
"10550","51167","51031",0,2019-01-01,16,80,101999,43661
"10551","51167","51117",0,2019-01-01,58,80,48003,43661
"10552","51167","51171",14,2019-01-01,82,80,70180,43661
"10553","51167","51181",0,2019-01-01,87,80,11331,43661
"10554","51167","51590",0,2019-01-01,103,80,68488,43661
"10555","51167","51683",0,2019-01-01,115,80,66164,43661
"10556","51167","51131",0,2019-01-01,63,80,16552,43661
"10557","51167","51061",0,2019-01-01,30,80,107514,43661
"10558","51167","51165",0,2019-01-01,79,80,130193,43661
"10559","51167","51025",0,2019-01-01,13,80,25288,43661
"10560","51167","51163",0,2019-01-01,78,80,35665,43661
"10561","51167","51125",0,2019-01-01,61,80,22989,43661
"10562","51167","51187",0,2019-01-01,90,80,64982,43661
"10563","51167","51830",17,2019-01-01,132,80,21163,43661
"10564","51167","51101",0,2019-01-01,50,80,28523,43661
"10565","51167","51735",0,2019-01-01,122,80,20849,43661
"10566","51167","51169",793,2019-01-01,81,80,28701,43661
"10567","51167","51003",0,2019-01-01,2,80,156239,43661
"10568","51167","51685",0,2019-01-01,116,80,29141,43661
"10569","51167","51017",0,2019-01-01,9,80,6549,43661
"10570","51167","51127",0,2019-01-01,62,80,35250,43661
"10571","51167","51089",64,2019-01-01,44,80,92093,43661
"10572","51167","51790",0,2019-01-01,128,80,38974,43661
"10573","51167","51069",29,2019-01-01,34,80,137274,43661
"10574","51167","51143",16,2019-01-01,69,80,117603,43661
"10575","51167","51115",0,2019-01-01,57,80,13186,43661
"10576","51167","51033",0,2019-01-01,17,80,50376,43661
"10577","51167","51103",0,2019-01-01,51,80,14049,43661
"10578","51167","51159",0,2019-01-01,76,80,14532,43661
"10579","51167","51019",0,2019-01-01,10,80,135376,43661
"10580","51167","51071",0,2019-01-01,35,80,27875,43661
"10581","51167","51133",0,2019-01-01,64,80,17739,43661
"10582","51167","51530",0,2019-01-01,98,80,10410,43661
"10583","51167","51111",0,2019-01-01,55,80,20351,43661
"10584","51167","51145",0,2019-01-01,70,80,49855,43661
"10585","51167","51045",0,2019-01-01,23,80,8129,43661
"10586","51167","51510",0,2019-01-01,96,80,213087,43661
"10587","51167","51099",0,2019-01-01,49,80,40754,43661
"10588","51167","51173",138,2019-01-01,83,80,50469,43661
"10589","51167","51036",0,2019-01-01,19,80,10204,43661
"10590","51167","51191",1494,2019-01-01,91,80,87011,43661
"10591","51167","51540",0,2019-01-01,99,80,68209,43661
"10592","51167","51610",0,2019-01-01,106,80,18212,43661
"10593","51167","51049",0,2019-01-01,25,80,15453,43661
"10594","51167","51595",0,2019-01-01,104,80,7929,43661
"10595","51167","51035",0,2019-01-01,18,80,45489,43661
"10596","51167","51775",0,2019-01-01,127,80,43358,43661
"10597","51167","51740",0,2019-01-01,123,80,161186,43661
"10598","51167","51157",0,2019-01-01,75,80,9162,43661
"10599","51167","51063",0,2019-01-01,31,80,27190,43661
"10600","51167","51087",35,2019-01-01,43,80,558046,43661
"10601","51167","51640",0,2019-01-01,109,80,7278,43661
"10602","51167","51137",0,2019-01-01,66,80,56203,43661
"10603","51167","51075",0,2019-01-01,37,80,36004,43661
"10604","51167","51600",0,2019-01-01,105,80,33021,43661
"10605","51167","51630",0,2019-01-01,108,80,44534,43661
"10606","51167","51175",0,2019-01-01,84,80,31773,43661
"10607","51167","51820",0,2019-01-01,131,80,34029,43661
"10608","51167","51023",13,2019-01-01,12,80,58981,43661
"10609","51167","51067",50,2019-01-01,33,80,96126,43661
"10610","51167","51760",0,2019-01-01,125,80,354947,43661
"10611","51167","51119",0,2019-01-01,59,80,16430,43661
"10612","51167","51073",0,2019-01-01,36,80,62095,43661
"10613","51167","51065",0,2019-01-01,32,80,41315,43661
"10614","51167","51135",0,2019-01-01,65,80,24627,43661
"10615","51167","51193",0,2019-01-01,92,80,28073,43661
"10616","51167","51153",0,2019-01-01,73,80,727098,43661
"10617","51167","51037",0,2019-01-01,20,80,21475,43661
"10618","51167","51001",0,2019-01-01,1,80,46982,43661
"10619","51167","51149",0,2019-01-01,72,80,63575,43661
"10620","51167","51161",0,2019-01-01,77,80,173951,43661
"10621","51167","51005",0,2019-01-01,3,80,24296,43661
"10622","51167","51840",0,2019-01-01,133,80,41272,43661
"10623","51167","51107",0,2019-01-01,53,80,580113,43661
"10624","51167","51650",0,2019-01-01,110,80,224693,43661
"10625","51167","51750",14,2019-01-01,124,80,32409,43661
"10626","51167","51177",0,2019-01-01,85,80,221513,43661
"10627","51167","51700",0,2019-01-01,118,80,300145,43661
"10628","51167","51195",1078,2019-01-01,93,80,65949,43661
"10629","51167","51690",0,2019-01-01,117,80,22276,43661
"10630","51167","51147",0,2019-01-01,71,80,39815,43661
"10631","51167","51155",0,2019-01-01,74,80,57623,43661
"10632","51167","51620",0,2019-01-01,107,80,12464,43661
"10633","51167","51021",0,2019-01-01,11,80,9754,43661
"10634","51167","51179",0,2019-01-01,86,80,227335,43661
"10635","51167","51197",0,2019-01-01,94,80,47549,43661
"10636","51167","51199",0,2019-01-01,95,80,111883,43661
"10637","51167","51041",0,2019-01-01,21,80,584264,43661
"10638","51167","51105",21,2019-01-01,52,80,35683,43661
"10639","51167","51007",0,2019-01-01,4,80,22500,43661
"10640","51167","51109",15,2019-01-01,54,80,55210,43661
"10641","51169","51678",0,2019-01-01,113,81,11226,28476
"10642","51169","51550",0,2019-01-01,100,81,404560,28476
"10643","51169","51183",0,2019-01-01,88,81,17885,28476
"10644","51169","51011",0,2019-01-01,6,81,29404,28476
"10645","51169","51570",0,2019-01-01,101,81,33302,28476
"10646","51169","51121",56,2019-01-01,60,81,161239,28476
"10647","51169","51057",0,2019-01-01,28,81,19001,28476
"10648","51169","51670",0,2019-01-01,112,81,38762,28476
"10649","51169","51167",414,2019-01-01,80,81,46676,28476
"10650","51169","51113",0,2019-01-01,56,81,21001,28476
"10651","51169","51171",0,2019-01-01,82,81,70180,28476
"10652","51169","51169",25756,2019-01-01,81,81,28701,28476
"10653","51169","51053",0,2019-01-01,27,81,50342,28476
"10654","51169","51029",0,2019-01-01,15,81,28349,28476
"10655","51169","51009",0,2019-01-01,5,81,58598,28476
"10656","51169","51079",0,2019-01-01,39,81,30089,28476
"10657","51169","51810",0,2019-01-01,130,81,784792,28476
"10658","51169","51013",0,2019-01-01,7,81,302943,28476
"10659","51169","51015",0,2019-01-01,8,81,128468,28476
"10660","51169","51143",0,2019-01-01,69,81,117603,28476
"10661","51169","51101",0,2019-01-01,50,81,28523,28476
"10662","51169","51131",0,2019-01-01,63,81,16552,28476
"10663","51169","51680",15,2019-01-01,114,81,117483,28476
"10664","51169","51720",29,2019-01-01,120,81,6050,28476
"10665","51169","51165",0,2019-01-01,79,81,130193,28476
"10666","51169","51059",0,2019-01-01,29,81,1763382,28476
"10667","51169","51141",0,2019-01-01,68,81,29110,28476
"10668","51169","51735",0,2019-01-01,122,81,20849,28476
"10669","51169","51740",0,2019-01-01,123,81,161186,28476
"10670","51169","51510",0,2019-01-01,96,81,213087,28476
"10671","51169","51061",0,2019-01-01,30,81,107514,28476
"10672","51169","51097",0,2019-01-01,48,81,11873,28476
"10673","51169","51127",0,2019-01-01,62,81,35250,28476
"10674","51169","51017",0,2019-01-01,9,81,6549,28476
"10675","51169","51710",0,2019-01-01,119,81,408163,28476
"10676","51169","51185",33,2019-01-01,89,81,66906,28476
"10677","51169","51580",0,2019-01-01,102,81,8712,28476
"10678","51169","51083",0,2019-01-01,41,81,58170,28476
"10679","51169","51730",0,2019-01-01,121,81,49745,28476
"10680","51169","51099",0,2019-01-01,49,81,40754,28476
"10681","51169","51685",0,2019-01-01,116,81,29141,28476
"10682","51169","51590",0,2019-01-01,103,81,68488,28476
"10683","51169","51640",0,2019-01-01,109,81,7278,28476
"10684","51169","51093",0,2019-01-01,46,81,60681,28476
"10685","51169","51077",0,2019-01-01,38,81,22261,28476
"10686","51169","51683",0,2019-01-01,115,81,66164,28476
"10687","51169","51085",0,2019-01-01,42,81,185889,28476
"10688","51169","51187",0,2019-01-01,90,81,64982,28476
"10689","51169","51830",0,2019-01-01,132,81,21163,28476
"10690","51169","51115",0,2019-01-01,57,81,13186,28476
"10691","51169","51595",0,2019-01-01,104,81,7929,28476
"10692","51169","51073",0,2019-01-01,36,81,62095,28476
"10693","51169","51133",0,2019-01-01,64,81,17739,28476
"10694","51169","51071",15,2019-01-01,35,81,27875,28476
"10695","51169","51047",0,2019-01-01,24,81,78830,28476
"10696","51169","51095",0,2019-01-01,47,81,109104,28476
"10697","51169","51081",0,2019-01-01,40,81,18707,28476
"10698","51169","51181",0,2019-01-01,87,81,11331,28476
"10699","51169","51031",0,2019-01-01,16,81,101999,28476
"10700","51169","51820",0,2019-01-01,131,81,34029,28476
"10701","51169","51075",0,2019-01-01,37,81,36004,28476
"10702","51169","51036",0,2019-01-01,19,81,10204,28476
"10703","51169","51049",0,2019-01-01,25,81,15453,28476
"10704","51169","51530",0,2019-01-01,98,81,10410,28476
"10705","51169","51159",0,2019-01-01,76,81,14532,28476
"10706","51169","51173",59,2019-01-01,83,81,50469,28476
"10707","51169","51027",47,2019-01-01,14,81,34563,28476
"10708","51169","51025",0,2019-01-01,13,81,25288,28476
"10709","51169","51063",0,2019-01-01,31,81,27190,28476
"10710","51169","51520",96,2019-01-01,97,81,25038,28476
"10711","51169","51191",143,2019-01-01,91,81,87011,28476
"10712","51169","51135",0,2019-01-01,65,81,24627,28476
"10713","51169","51117",0,2019-01-01,58,81,48003,28476
"10714","51169","51700",0,2019-01-01,118,81,300145,28476
"10715","51169","51019",13,2019-01-01,10,81,135376,28476
"10716","51169","51003",0,2019-01-01,2,81,156239,28476
"10717","51169","51103",0,2019-01-01,51,81,14049,28476
"10718","51169","51145",0,2019-01-01,70,81,49855,28476
"10719","51169","51125",0,2019-01-01,61,81,22989,28476
"10720","51169","51001",0,2019-01-01,1,81,46982,28476
"10721","51169","51139",0,2019-01-01,67,81,40673,28476
"10722","51169","51107",0,2019-01-01,53,81,580113,28476
"10723","51169","51197",36,2019-01-01,94,81,47549,28476
"10724","51169","51193",0,2019-01-01,92,81,28073,28476
"10725","51169","51033",0,2019-01-01,17,81,50376,28476
"10726","51169","51005",0,2019-01-01,3,81,24296,28476
"10727","51169","51650",0,2019-01-01,110,81,224693,28476
"10728","51169","51750",0,2019-01-01,124,81,32409,28476
"10729","51169","51175",0,2019-01-01,84,81,31773,28476
"10730","51169","51105",834,2019-01-01,52,81,35683,28476
"10731","51169","51610",0,2019-01-01,106,81,18212,28476
"10732","51169","51775",0,2019-01-01,127,81,43358,28476
"10733","51169","51195",767,2019-01-01,93,81,65949,28476
"10734","51169","51630",0,2019-01-01,108,81,44534,28476
"10735","51169","51091",0,2019-01-01,45,81,2025,28476
"10736","51169","51007",0,2019-01-01,4,81,22500,28476
"10737","51169","51760",0,2019-01-01,125,81,354947,28476
"10738","51169","51023",0,2019-01-01,12,81,58981,28476
"10739","51169","51089",16,2019-01-01,44,81,92093,28476
"10740","51169","51149",0,2019-01-01,72,81,63575,28476
"10741","51169","51660",47,2019-01-01,111,81,84786,28476
"10742","51169","51540",0,2019-01-01,99,81,68209,28476
"10743","51169","51065",0,2019-01-01,32,81,41315,28476
"10744","51169","51069",0,2019-01-01,34,81,137274,28476
"10745","51169","51161",0,2019-01-01,77,81,173951,28476
"10746","51169","51163",0,2019-01-01,78,81,35665,28476
"10747","51169","51157",0,2019-01-01,75,81,9162,28476
"10748","51169","51119",0,2019-01-01,59,81,16430,28476
"10749","51169","51035",0,2019-01-01,18,81,45489,28476
"10750","51169","51600",0,2019-01-01,105,81,33021,28476
"10751","51169","51037",0,2019-01-01,20,81,21475,28476
"10752","51169","51177",15,2019-01-01,85,81,221513,28476
"10753","51169","51790",0,2019-01-01,128,81,38974,28476
"10754","51169","51111",0,2019-01-01,55,81,20351,28476
"10755","51169","51770",19,2019-01-01,126,81,158696,28476
"10756","51169","51041",14,2019-01-01,21,81,584264,28476
"10757","51169","51155",0,2019-01-01,74,81,57623,28476
"10758","51169","51087",0,2019-01-01,43,81,558046,28476
"10759","51169","51051",52,2019-01-01,26,81,24349,28476
"10760","51169","51021",0,2019-01-01,11,81,9754,28476
"10761","51169","51690",0,2019-01-01,117,81,22276,28476
"10762","51169","51179",0,2019-01-01,86,81,227335,28476
"10763","51169","51147",0,2019-01-01,71,81,39815,28476
"10764","51169","51045",0,2019-01-01,23,81,8129,28476
"10765","51169","51109",0,2019-01-01,54,81,55210,28476
"10766","51169","51199",0,2019-01-01,95,81,111883,28476
"10767","51169","51800",0,2019-01-01,129,81,150156,28476
"10768","51169","51153",0,2019-01-01,73,81,727098,28476
"10769","51169","51620",0,2019-01-01,107,81,12464,28476
"10770","51169","51067",0,2019-01-01,33,81,96126,28476
"10771","51169","51840",0,2019-01-01,133,81,41272,28476
"10772","51169","51043",0,2019-01-01,22,81,22764,28476
"10773","51169","51137",0,2019-01-01,66,81,56203,28476
"10774","51171","51009",32,2019-01-01,5,82,58598,65138
"10775","51171","51057",19,2019-01-01,28,82,19001,65138
"10776","51171","51053",0,2019-01-01,27,82,50342,65138
"10777","51171","51011",0,2019-01-01,6,82,29404,65138
"10778","51171","51580",0,2019-01-01,102,82,8712,65138
"10779","51171","51167",0,2019-01-01,80,82,46676,65138
"10780","51171","51165",1530,2019-01-01,79,82,130193,65138
"10781","51171","51720",0,2019-01-01,120,82,6050,65138
"10782","51171","51015",238,2019-01-01,8,82,128468,65138
"10783","51171","51113",0,2019-01-01,56,82,21001,65138
"10784","51171","51059",854,2019-01-01,29,82,1763382,65138
"10785","51171","51013",202,2019-01-01,7,82,302943,65138
"10786","51171","51730",0,2019-01-01,121,82,49745,65138
"10787","51171","51810",33,2019-01-01,130,82,784792,65138
"10788","51171","51590",0,2019-01-01,103,82,68488,65138
"10789","51171","51685",0,2019-01-01,116,82,29141,65138
"10790","51171","51185",0,2019-01-01,89,82,66906,65138
"10791","51171","51187",976,2019-01-01,90,82,64982,65138
"10792","51171","51095",0,2019-01-01,47,82,109104,65138
"10793","51171","51031",28,2019-01-01,16,82,101999,65138
"10794","51171","51570",0,2019-01-01,101,82,33302,65138
"10795","51171","51097",0,2019-01-01,48,82,11873,65138
"10796","51171","51169",0,2019-01-01,81,82,28701,65138
"10797","51171","51710",62,2019-01-01,119,82,408163,65138
"10798","51171","51141",33,2019-01-01,68,82,29110,65138
"10799","51171","51077",0,2019-01-01,38,82,22261,65138
"10800","51171","51029",0,2019-01-01,15,82,28349,65138
"10801","51171","51017",0,2019-01-01,9,82,6549,65138
"10802","51171","51099",29,2019-01-01,49,82,40754,65138
"10803","51171","51171",55483,2019-01-01,82,82,70180,65138
"10804","51171","51163",42,2019-01-01,78,82,35665,65138
"10805","51171","51678",15,2019-01-01,113,82,11226,65138
"10806","51171","51670",0,2019-01-01,112,82,38762,65138
"10807","51171","51047",16,2019-01-01,24,82,78830,65138
"10808","51171","51173",0,2019-01-01,83,82,50469,65138
"10809","51171","51049",0,2019-01-01,25,82,15453,65138
"10810","51171","51740",0,2019-01-01,123,82,161186,65138
"10811","51171","51143",0,2019-01-01,69,82,117603,65138
"10812","51171","51061",130,2019-01-01,30,82,107514,65138
"10813","51171","51735",0,2019-01-01,122,82,20849,65138
"10814","51171","51680",46,2019-01-01,114,82,117483,65138
"10815","51171","51101",0,2019-01-01,50,82,28523,65138
"10816","51171","51181",0,2019-01-01,87,82,11331,65138
"10817","51171","51051",0,2019-01-01,26,82,24349,65138
"10818","51171","51007",0,2019-01-01,4,82,22500,65138
"10819","51171","51139",370,2019-01-01,67,82,40673,65138
"10820","51171","51117",16,2019-01-01,58,82,48003,65138
"10821","51171","51115",19,2019-01-01,57,82,13186,65138
"10822","51171","51003",20,2019-01-01,2,82,156239,65138
"10823","51171","51073",28,2019-01-01,36,82,62095,65138
"10824","51171","51595",0,2019-01-01,104,82,7929,65138
"10825","51171","51071",15,2019-01-01,35,82,27875,65138
"10826","51171","51530",17,2019-01-01,98,82,10410,65138
"10827","51171","51683",150,2019-01-01,115,82,66164,65138
"10828","51171","51001",0,2019-01-01,1,82,46982,65138
"10829","51171","51069",1485,2019-01-01,34,82,137274,65138
"10830","51171","51111",0,2019-01-01,55,82,20351,65138
"10831","51171","51025",0,2019-01-01,13,82,25288,65138
"10832","51171","51075",0,2019-01-01,37,82,36004,65138
"10833","51171","51700",73,2019-01-01,118,82,300145,65138
"10834","51171","51830",17,2019-01-01,132,82,21163,65138
"10835","51171","51820",34,2019-01-01,131,82,34029,65138
"10836","51171","51159",0,2019-01-01,76,82,14532,65138
"10837","51171","51191",47,2019-01-01,91,82,87011,65138
"10838","51171","51540",0,2019-01-01,99,82,68209,65138
"10839","51171","51033",0,2019-01-01,17,82,50376,65138
"10840","51171","51640",0,2019-01-01,109,82,7278,65138
"10841","51171","51157",0,2019-01-01,75,82,9162,65138
"10842","51171","51183",0,2019-01-01,88,82,17885,65138
"10843","51171","51079",0,2019-01-01,39,82,30089,65138
"10844","51171","51093",0,2019-01-01,46,82,60681,65138
"10845","51171","51800",0,2019-01-01,129,82,150156,65138
"10846","51171","51119",0,2019-01-01,59,82,16430,65138
"10847","51171","51161",28,2019-01-01,77,82,173951,65138
"10848","51171","51089",32,2019-01-01,44,82,92093,65138
"10849","51171","51145",0,2019-01-01,70,82,49855,65138
"10850","51171","51750",29,2019-01-01,124,82,32409,65138
"10851","51171","51103",0,2019-01-01,51,82,14049,65138
"10852","51171","51035",0,2019-01-01,18,82,45489,65138
"10853","51171","51036",0,2019-01-01,19,82,10204,65138
"10854","51171","51063",0,2019-01-01,31,82,27190,65138
"10855","51171","51133",0,2019-01-01,64,82,17739,65138
"10856","51171","51081",0,2019-01-01,40,82,18707,65138
"10857","51171","51550",16,2019-01-01,100,82,404560,65138
"10858","51171","51121",384,2019-01-01,60,82,161239,65138
"10859","51171","51660",584,2019-01-01,111,82,84786,65138
"10860","51171","51023",13,2019-01-01,12,82,58981,65138
"10861","51171","51005",0,2019-01-01,3,82,24296,65138
"10862","51171","51147",19,2019-01-01,71,82,39815,65138
"10863","51171","51760",0,2019-01-01,125,82,354947,65138
"10864","51171","51019",0,2019-01-01,10,82,135376,65138
"10865","51171","51135",0,2019-01-01,65,82,24627,65138
"10866","51171","51105",0,2019-01-01,52,82,35683,65138
"10867","51171","51037",21,2019-01-01,20,82,21475,65138
"10868","51171","51041",14,2019-01-01,21,82,584264,65138
"10869","51171","51083",19,2019-01-01,41,82,58170,65138
"10870","51171","51630",94,2019-01-01,108,82,44534,65138
"10871","51171","51125",0,2019-01-01,61,82,22989,65138
"10872","51171","51045",0,2019-01-01,23,82,8129,65138
"10873","51171","51840",175,2019-01-01,133,82,41272,65138
"10874","51171","51067",50,2019-01-01,33,82,96126,65138
"10875","51171","51149",24,2019-01-01,72,82,63575,65138
"10876","51171","51175",0,2019-01-01,84,82,31773,65138
"10877","51171","51087",0,2019-01-01,43,82,558046,65138
"10878","51171","51600",37,2019-01-01,105,82,33021,65138
"10879","51171","51193",0,2019-01-01,92,82,28073,65138
"10880","51171","51107",467,2019-01-01,53,82,580113,65138
"10881","51171","51021",0,2019-01-01,11,82,9754,65138
"10882","51171","51085",50,2019-01-01,42,82,185889,65138
"10883","51171","51027",0,2019-01-01,14,82,34563,65138
"10884","51171","51127",0,2019-01-01,62,82,35250,65138
"10885","51171","51199",0,2019-01-01,95,82,111883,65138
"10886","51171","51790",50,2019-01-01,128,82,38974,65138
"10887","51171","51179",217,2019-01-01,86,82,227335,65138
"10888","51171","51137",18,2019-01-01,66,82,56203,65138
"10889","51171","51131",0,2019-01-01,63,82,16552,65138
"10890","51171","51195",16,2019-01-01,93,82,65949,65138
"10891","51171","51650",0,2019-01-01,110,82,224693,65138
"10892","51171","51775",0,2019-01-01,127,82,43358,65138
"10893","51171","51690",0,2019-01-01,117,82,22276,65138
"10894","51171","51153",318,2019-01-01,73,82,727098,65138
"10895","51171","51770",19,2019-01-01,126,82,158696,65138
"10896","51171","51520",0,2019-01-01,97,82,25038,65138
"10897","51171","51610",0,2019-01-01,106,82,18212,65138
"10898","51171","51620",0,2019-01-01,107,82,12464,65138
"10899","51171","51177",92,2019-01-01,85,82,221513,65138
"10900","51171","51091",0,2019-01-01,45,82,2025,65138
"10901","51171","51155",0,2019-01-01,74,82,57623,65138
"10902","51171","51109",31,2019-01-01,54,82,55210,65138
"10903","51171","51197",0,2019-01-01,94,82,47549,65138
"10904","51171","51510",208,2019-01-01,96,82,213087,65138
"10905","51171","51065",0,2019-01-01,32,82,41315,65138
"10906","51171","51043",54,2019-01-01,22,82,22764,65138
"10907","51173","51011",0,2019-01-01,6,83,29404,46714
"10908","51173","51009",32,2019-01-01,5,83,58598,46714
"10909","51173","51185",67,2019-01-01,89,83,66906,46714
"10910","51173","51165",45,2019-01-01,79,83,130193,46714
"10911","51173","51057",0,2019-01-01,28,83,19001,46714
"10912","51173","51163",0,2019-01-01,78,83,35665,46714
"10913","51173","51093",0,2019-01-01,46,83,60681,46714
"10914","51173","51079",0,2019-01-01,39,83,30089,46714
"10915","51173","51113",0,2019-01-01,56,83,21001,46714
"10916","51173","51570",0,2019-01-01,101,83,33302,46714
"10917","51173","51169",18,2019-01-01,81,83,28701,46714
"10918","51173","51015",0,2019-01-01,8,83,128468,46714
"10919","51173","51069",0,2019-01-01,34,83,137274,46714
"10920","51173","51181",0,2019-01-01,87,83,11331,46714
"10921","51173","51095",0,2019-01-01,47,83,109104,46714
"10922","51173","51133",0,2019-01-01,64,83,17739,46714
"10923","51173","51167",54,2019-01-01,80,83,46676,46714
"10924","51173","51031",0,2019-01-01,16,83,101999,46714
"10925","51173","51840",0,2019-01-01,133,83,41272,46714
"10926","51173","51139",16,2019-01-01,67,83,40673,46714
