"","to","from","movers","date","fr_pat","to_pat","fr_users","to_users"
"2930","51045","51840",0,2019-01-01,133,23,41272,6175
"2931","51045","51149",0,2019-01-01,72,23,63575,6175
"2932","51045","51041",0,2019-01-01,21,23,584264,6175
"2933","51045","51011",0,2019-01-01,6,23,29404,6175
"2934","51045","51595",0,2019-01-01,104,23,7929,6175
"2935","51045","51131",0,2019-01-01,63,23,16552,6175
"2936","51045","51173",0,2019-01-01,83,23,50469,6175
"2937","51045","51177",0,2019-01-01,85,23,221513,6175
"2938","51045","51036",0,2019-01-01,19,23,10204,6175
"2939","51045","51121",113,2019-01-01,60,23,161239,6175
"2940","51045","51015",0,2019-01-01,8,23,128468,6175
"2941","51045","51169",0,2019-01-01,81,23,28701,6175
"2942","51045","51167",0,2019-01-01,80,23,46676,6175
"2943","51045","51025",0,2019-01-01,13,23,25288,6175
"2944","51045","51153",16,2019-01-01,73,23,727098,6175
"2945","51045","51095",0,2019-01-01,47,23,109104,6175
"2946","51045","51165",0,2019-01-01,79,23,130193,6175
"2947","51045","51145",0,2019-01-01,70,23,49855,6175
"2948","51045","51590",0,2019-01-01,103,23,68488,6175
"2949","51045","51033",0,2019-01-01,17,23,50376,6175
"2950","51045","51570",0,2019-01-01,101,23,33302,6175
"2951","51045","51125",0,2019-01-01,61,23,22989,6175
"2952","51045","51053",0,2019-01-01,27,23,50342,6175
"2953","51045","51139",0,2019-01-01,67,23,40673,6175
"2954","51045","51043",0,2019-01-01,22,23,22764,6175
"2955","51045","51027",0,2019-01-01,14,23,34563,6175
"2956","51045","51197",18,2019-01-01,94,23,47549,6175
"2957","51045","51195",0,2019-01-01,93,23,65949,6175
"2958","51045","51147",0,2019-01-01,71,23,39815,6175
"2959","51045","51600",0,2019-01-01,105,23,33021,6175
"2960","51045","51175",0,2019-01-01,84,23,31773,6175
"2961","51045","51019",0,2019-01-01,10,23,135376,6175
"2962","51045","51191",0,2019-01-01,91,23,87011,6175
"2963","51045","51031",0,2019-01-01,16,23,101999,6175
"2964","51045","51045",5235,2019-01-01,23,23,8129,6175
"2965","51045","51141",0,2019-01-01,68,23,29110,6175
"2966","51045","51171",0,2019-01-01,82,23,70180,6175
"2967","51045","51099",0,2019-01-01,49,23,40754,6175
"2968","51045","51183",0,2019-01-01,88,23,17885,6175
"2969","51045","51199",0,2019-01-01,95,23,111883,6175
"2970","51045","51097",0,2019-01-01,48,23,11873,6175
"2971","51045","51009",0,2019-01-01,5,23,58598,6175
"2972","51045","51035",0,2019-01-01,18,23,45489,6175
"2973","51045","51079",0,2019-01-01,39,23,30089,6175
"2974","51045","51021",0,2019-01-01,11,23,9754,6175
"2975","51045","51133",0,2019-01-01,64,23,17739,6175
"2976","51045","51161",198,2019-01-01,77,23,173951,6175
"2977","51045","51127",0,2019-01-01,62,23,35250,6175
"2978","51045","51003",20,2019-01-01,2,23,156239,6175
"2979","51045","51089",0,2019-01-01,44,23,92093,6175
"2980","51045","51185",0,2019-01-01,89,23,66906,6175
"2981","51045","51029",0,2019-01-01,15,23,28349,6175
"2982","51045","51680",0,2019-01-01,114,23,117483,6175
"2983","51045","51181",0,2019-01-01,87,23,11331,6175
"2984","51045","51179",0,2019-01-01,86,23,227335,6175
"2985","51045","51023",65,2019-01-01,12,23,58981,6175
"2986","51045","51109",0,2019-01-01,54,23,55210,6175
"2987","51045","51760",0,2019-01-01,125,23,354947,6175
"2988","51045","51061",0,2019-01-01,30,23,107514,6175
"2989","51045","51103",0,2019-01-01,51,23,14049,6175
"2990","51045","51530",0,2019-01-01,98,23,10410,6175
"2991","51045","51640",0,2019-01-01,109,23,7278,6175
"2992","51045","51101",0,2019-01-01,50,23,28523,6175
"2993","51045","51810",0,2019-01-01,130,23,784792,6175
"2994","51045","51017",0,2019-01-01,9,23,6549,6175
"2995","51045","51085",0,2019-01-01,42,23,185889,6175
"2996","51045","51683",0,2019-01-01,115,23,66164,6175
"2997","51045","51111",0,2019-01-01,55,23,20351,6175
"2998","51045","51155",82,2019-01-01,74,23,57623,6175
"2999","51045","51193",0,2019-01-01,92,23,28073,6175
"3000","51045","51063",51,2019-01-01,31,23,27190,6175
"3001","51045","51077",0,2019-01-01,38,23,22261,6175
"3002","51045","51093",0,2019-01-01,46,23,60681,6175
"3003","51045","51720",0,2019-01-01,120,23,6050,6175
"3004","51045","51520",0,2019-01-01,97,23,25038,6175
"3005","51045","51117",0,2019-01-01,58,23,48003,6175
"3006","51045","51001",0,2019-01-01,1,23,46982,6175
"3007","51045","51740",0,2019-01-01,123,23,161186,6175
"3008","51045","51510",0,2019-01-01,96,23,213087,6175
"3009","51045","51113",0,2019-01-01,56,23,21001,6175
"3010","51045","51083",0,2019-01-01,41,23,58170,6175
"3011","51045","51081",0,2019-01-01,40,23,18707,6175
"3012","51045","51067",16,2019-01-01,33,23,96126,6175
"3013","51045","51065",0,2019-01-01,32,23,41315,6175
"3014","51045","51007",0,2019-01-01,4,23,22500,6175
"3015","51045","51135",0,2019-01-01,65,23,24627,6175
"3016","51045","51660",0,2019-01-01,111,23,84786,6175
"3017","51045","51091",0,2019-01-01,45,23,2025,6175
"3018","51045","51580",15,2019-01-01,102,23,8712,6175
"3019","51045","51700",18,2019-01-01,118,23,300145,6175
"3020","51045","51087",0,2019-01-01,43,23,558046,6175
"3021","51045","51685",0,2019-01-01,116,23,29141,6175
"3022","51045","51071",77,2019-01-01,35,23,27875,6175
"3023","51045","51069",0,2019-01-01,34,23,137274,6175
"3024","51045","51735",0,2019-01-01,122,23,20849,6175
"3025","51045","51620",0,2019-01-01,107,23,12464,6175
"3026","51045","51051",0,2019-01-01,26,23,24349,6175
"3027","51045","51730",0,2019-01-01,121,23,49745,6175
"3028","51045","51105",0,2019-01-01,52,23,35683,6175
"3029","51045","51163",21,2019-01-01,78,23,35665,6175
"3030","51045","51143",0,2019-01-01,69,23,117603,6175
"3031","51045","51187",0,2019-01-01,90,23,64982,6175
"3032","51045","51047",0,2019-01-01,24,23,78830,6175
"3033","51045","51057",0,2019-01-01,28,23,19001,6175
"3034","51045","51115",0,2019-01-01,57,23,13186,6175
"3035","51045","51690",0,2019-01-01,117,23,22276,6175
"3036","51045","51670",0,2019-01-01,112,23,38762,6175
"3037","51045","51800",0,2019-01-01,129,23,150156,6175
"3038","51045","51119",0,2019-01-01,59,23,16430,6175
"3039","51045","51678",0,2019-01-01,113,23,11226,6175
"3040","51045","51710",0,2019-01-01,119,23,408163,6175
"3041","51045","51107",0,2019-01-01,53,23,580113,6175
"3042","51045","51750",14,2019-01-01,124,23,32409,6175
"3043","51045","51137",0,2019-01-01,66,23,56203,6175
"3044","51045","51073",0,2019-01-01,36,23,62095,6175
"3045","51045","51820",0,2019-01-01,131,23,34029,6175
"3046","51045","51770",138,2019-01-01,126,23,158696,6175
"3047","51045","51157",0,2019-01-01,75,23,9162,6175
"3048","51045","51790",0,2019-01-01,128,23,38974,6175
"3049","51045","51775",78,2019-01-01,127,23,43358,6175
"3050","51045","51159",0,2019-01-01,76,23,14532,6175
"3051","51045","51005",0,2019-01-01,3,23,24296,6175
"3052","51045","51049",0,2019-01-01,25,23,15453,6175
"3053","51045","51059",0,2019-01-01,29,23,1763382,6175
"3054","51045","51610",0,2019-01-01,106,23,18212,6175
"3055","51045","51540",0,2019-01-01,99,23,68209,6175
"3056","51045","51650",0,2019-01-01,110,23,224693,6175
"3057","51045","51550",0,2019-01-01,100,23,404560,6175
"3058","51045","51075",0,2019-01-01,37,23,36004,6175
"3059","51045","51830",0,2019-01-01,132,23,21163,6175
"3060","51047","51011",0,2019-01-01,6,24,29404,76143
"3061","51047","51111",23,2019-01-01,55,24,20351,76143
"3062","51047","51181",0,2019-01-01,87,24,11331,76143
"3063","51047","51167",0,2019-01-01,80,24,46676,76143
"3064","51047","51131",0,2019-01-01,63,24,16552,76143
"3065","51047","51175",0,2019-01-01,84,24,31773,76143
"3066","51047","51099",73,2019-01-01,49,24,40754,76143
"3067","51047","51199",57,2019-01-01,95,24,111883,76143
"3068","51047","51183",0,2019-01-01,88,24,17885,76143
"3069","51047","51169",0,2019-01-01,81,24,28701,76143
"3070","51047","51061",2239,2019-01-01,30,24,107514,76143
"3071","51047","51063",0,2019-01-01,31,24,27190,76143
"3072","51047","51077",0,2019-01-01,38,24,22261,76143
"3073","51047","51139",32,2019-01-01,67,24,40673,76143
"3074","51047","51121",113,2019-01-01,60,24,161239,76143
"3075","51047","51510",0,2019-01-01,96,24,213087,76143
"3076","51047","51015",0,2019-01-01,8,24,128468,76143
"3077","51047","51133",0,2019-01-01,64,24,17739,76143
"3078","51047","51037",0,2019-01-01,20,24,21475,76143
"3079","51047","51036",0,2019-01-01,19,24,10204,76143
"3080","51047","51067",0,2019-01-01,33,24,96126,76143
"3081","51047","51197",0,2019-01-01,94,24,47549,76143
"3082","51047","51595",0,2019-01-01,104,24,7929,76143
"3083","51047","51119",19,2019-01-01,59,24,16430,76143
"3084","51047","51045",0,2019-01-01,23,24,8129,76143
"3085","51047","51009",0,2019-01-01,5,24,58598,76143
"3086","51047","51013",126,2019-01-01,7,24,302943,76143
"3087","51047","51125",0,2019-01-01,61,24,22989,76143
"3088","51047","51740",0,2019-01-01,123,24,161186,76143
"3089","51047","51113",2252,2019-01-01,56,24,21001,76143
"3090","51047","51085",63,2019-01-01,42,24,185889,76143
"3091","51047","51735",0,2019-01-01,122,24,20849,76143
"3092","51047","51097",0,2019-01-01,48,24,11873,76143
"3093","51047","51035",0,2019-01-01,18,24,45489,76143
"3094","51047","51079",353,2019-01-01,39,24,30089,76143
"3095","51047","51105",0,2019-01-01,52,24,35683,76143
"3096","51047","51177",801,2019-01-01,85,24,221513,76143
"3097","51047","51019",27,2019-01-01,10,24,135376,76143
"3098","51047","51031",0,2019-01-01,16,24,101999,76143
"3099","51047","51570",0,2019-01-01,101,24,33302,76143
"3100","51047","51101",24,2019-01-01,50,24,28523,76143
"3101","51047","51115",0,2019-01-01,57,24,13186,76143
"3102","51047","51185",0,2019-01-01,89,24,66906,76143
"3103","51047","51141",0,2019-01-01,68,24,29110,76143
"3104","51047","51083",0,2019-01-01,41,24,58170,76143
"3105","51047","51195",0,2019-01-01,93,24,65949,76143
"3106","51047","51179",347,2019-01-01,86,24,227335,76143
"3107","51047","51165",60,2019-01-01,79,24,130193,76143
"3108","51047","51065",0,2019-01-01,32,24,41315,76143
"3109","51047","51135",0,2019-01-01,65,24,24627,76143
"3110","51047","51103",0,2019-01-01,51,24,14049,76143
"3111","51047","51127",0,2019-01-01,62,24,35250,76143
"3112","51047","51520",0,2019-01-01,97,24,25038,76143
"3113","51047","51003",186,2019-01-01,2,24,156239,76143
"3114","51047","51159",45,2019-01-01,76,24,14532,76143
"3115","51047","51143",0,2019-01-01,69,24,117603,76143
"3116","51047","51053",0,2019-01-01,27,24,50342,76143
"3117","51047","51071",0,2019-01-01,35,24,27875,76143
"3118","51047","51800",0,2019-01-01,129,24,150156,76143
"3119","51047","51041",100,2019-01-01,21,24,584264,76143
"3120","51047","51193",0,2019-01-01,92,24,28073,76143
"3121","51047","51730",0,2019-01-01,121,24,49745,76143
"3122","51047","51670",0,2019-01-01,112,24,38762,76143
"3123","51047","51840",52,2019-01-01,133,24,41272,76143
"3124","51047","51191",0,2019-01-01,91,24,87011,76143
"3125","51047","51047",61718,2019-01-01,24,24,78830,76143
"3126","51047","51117",32,2019-01-01,58,24,48003,76143
"3127","51047","51580",0,2019-01-01,102,24,8712,76143
"3128","51047","51057",19,2019-01-01,28,24,19001,76143
"3129","51047","51685",22,2019-01-01,116,24,29141,76143
"3130","51047","51171",14,2019-01-01,82,24,70180,76143
"3131","51047","51043",18,2019-01-01,22,24,22764,76143
"3132","51047","51081",0,2019-01-01,40,24,18707,76143
"3133","51047","51620",0,2019-01-01,107,24,12464,76143
"3134","51047","51610",0,2019-01-01,106,24,18212,76143
"3135","51047","51107",511,2019-01-01,53,24,580113,76143
"3136","51047","51163",0,2019-01-01,78,24,35665,76143
"3137","51047","51021",0,2019-01-01,11,24,9754,76143
"3138","51047","51187",90,2019-01-01,90,24,64982,76143
"3139","51047","51033",15,2019-01-01,17,24,50376,76143
"3140","51047","51750",74,2019-01-01,124,24,32409,76143
"3141","51047","51157",650,2019-01-01,75,24,9162,76143
"3142","51047","51001",0,2019-01-01,1,24,46982,76143
"3143","51047","51017",0,2019-01-01,9,24,6549,76143
"3144","51047","51683",43,2019-01-01,115,24,66164,76143
"3145","51047","51029",0,2019-01-01,15,24,28349,76143
"3146","51047","51680",93,2019-01-01,114,24,117483,76143
"3147","51047","51109",281,2019-01-01,54,24,55210,76143
"3148","51047","51550",0,2019-01-01,100,24,404560,76143
"3149","51047","51023",0,2019-01-01,12,24,58981,76143
"3150","51047","51760",87,2019-01-01,125,24,354947,76143
"3151","51047","51710",124,2019-01-01,119,24,408163,76143
"3152","51047","51660",189,2019-01-01,111,24,84786,76143
"3153","51047","51830",35,2019-01-01,132,24,21163,76143
"3154","51047","51075",0,2019-01-01,37,24,36004,76143
"3155","51047","51173",0,2019-01-01,83,24,50469,76143
"3156","51047","51810",49,2019-01-01,130,24,784792,76143
"3157","51047","51087",107,2019-01-01,43,24,558046,76143
"3158","51047","51069",116,2019-01-01,34,24,137274,76143
"3159","51047","51153",1090,2019-01-01,73,24,727098,76143
"3160","51047","51027",0,2019-01-01,14,24,34563,76143
"3161","51047","51600",37,2019-01-01,105,24,33021,76143
"3162","51047","51770",19,2019-01-01,126,24,158696,76143
"3163","51047","51005",18,2019-01-01,3,24,24296,76143
"3164","51047","51720",0,2019-01-01,120,24,6050,76143
"3165","51047","51007",0,2019-01-01,4,24,22500,76143
"3166","51047","51530",0,2019-01-01,98,24,10410,76143
"3167","51047","51775",0,2019-01-01,127,24,43358,76143
"3168","51047","51640",0,2019-01-01,109,24,7278,76143
"3169","51047","51690",0,2019-01-01,117,24,22276,76143
"3170","51047","51630",188,2019-01-01,108,24,44534,76143
"3171","51047","51590",0,2019-01-01,103,24,68488,76143
"3172","51047","51155",0,2019-01-01,74,24,57623,76143
"3173","51047","51051",0,2019-01-01,26,24,24349,76143
"3174","51047","51678",0,2019-01-01,113,24,11226,76143
"3175","51047","51073",0,2019-01-01,36,24,62095,76143
"3176","51047","51059",982,2019-01-01,29,24,1763382,76143
"3177","51047","51820",0,2019-01-01,131,24,34029,76143
"3178","51047","51149",12,2019-01-01,72,24,63575,76143
"3179","51047","51790",33,2019-01-01,128,24,38974,76143
"3180","51047","51700",18,2019-01-01,118,24,300145,76143
"3181","51047","51095",34,2019-01-01,47,24,109104,76143
"3182","51047","51089",0,2019-01-01,44,24,92093,76143
"3183","51047","51145",13,2019-01-01,70,24,49855,76143
"3184","51047","51147",117,2019-01-01,71,24,39815,76143
"3185","51047","51161",0,2019-01-01,77,24,173951,76143
"3186","51047","51025",0,2019-01-01,13,24,25288,76143
"3187","51047","51650",0,2019-01-01,110,24,224693,76143
"3188","51047","51540",75,2019-01-01,99,24,68209,76143
"3189","51047","51093",14,2019-01-01,46,24,60681,76143
"3190","51047","51091",0,2019-01-01,45,24,2025,76143
"3191","51047","51137",2214,2019-01-01,66,24,56203,76143
"3192","51047","51049",0,2019-01-01,25,24,15453,76143
"3193","51049","51735",0,2019-01-01,122,25,20849,15477
"3194","51049","51800",0,2019-01-01,129,25,150156,15477
"3195","51049","51197",55,2019-01-01,94,25,47549,15477
"3196","51049","51111",92,2019-01-01,55,25,20351,15477
"3197","51049","51083",152,2019-01-01,41,25,58170,15477
"3198","51049","51099",29,2019-01-01,49,25,40754,15477
"3199","51049","51175",18,2019-01-01,84,25,31773,15477
"3200","51049","51036",0,2019-01-01,19,25,10204,15477
"3201","51049","51085",25,2019-01-01,42,25,185889,15477
"3202","51049","51081",0,2019-01-01,40,25,18707,15477
"3203","51049","51053",0,2019-01-01,27,25,50342,15477
"3204","51049","51061",32,2019-01-01,30,25,107514,15477
"3205","51049","51037",85,2019-01-01,20,25,21475,15477
"3206","51049","51683",0,2019-01-01,115,25,66164,15477
"3207","51049","51063",34,2019-01-01,31,25,27190,15477
"3208","51049","51069",14,2019-01-01,34,25,137274,15477
"3209","51049","51840",0,2019-01-01,133,25,41272,15477
"3210","51049","51057",19,2019-01-01,28,25,19001,15477
"3211","51049","51071",15,2019-01-01,35,25,27875,15477
"3212","51049","51119",0,2019-01-01,59,25,16430,15477
"3213","51049","51740",0,2019-01-01,123,25,161186,15477
"3214","51049","51193",0,2019-01-01,92,25,28073,15477
"3215","51049","51079",35,2019-01-01,39,25,30089,15477
"3216","51049","51141",0,2019-01-01,68,25,29110,15477
"3217","51049","51169",0,2019-01-01,81,25,28701,15477
"3218","51049","51177",15,2019-01-01,85,25,221513,15477
"3219","51049","51149",0,2019-01-01,72,25,63575,15477
"3220","51049","51179",28,2019-01-01,86,25,227335,15477
"3221","51049","51065",16,2019-01-01,32,25,41315,15477
"3222","51049","51113",0,2019-01-01,56,25,21001,15477
"3223","51049","51157",0,2019-01-01,75,25,9162,15477
"3224","51049","51125",0,2019-01-01,61,25,22989,15477
"3225","51049","51570",13,2019-01-01,101,25,33302,15477
"3226","51049","51680",232,2019-01-01,114,25,117483,15477
"3227","51049","51195",0,2019-01-01,93,25,65949,15477
"3228","51049","51620",0,2019-01-01,107,25,12464,15477
"3229","51049","51077",0,2019-01-01,38,25,22261,15477
"3230","51049","51730",0,2019-01-01,121,25,49745,15477
"3231","51049","51595",0,2019-01-01,104,25,7929,15477
"3232","51049","51103",0,2019-01-01,51,25,14049,15477
"3233","51049","51520",0,2019-01-01,97,25,25038,15477
"3234","51049","51121",199,2019-01-01,60,25,161239,15477
"3235","51049","51580",0,2019-01-01,102,25,8712,15477
"3236","51049","51187",0,2019-01-01,90,25,64982,15477
"3237","51049","51143",48,2019-01-01,69,25,117603,15477
"3238","51049","51685",0,2019-01-01,116,25,29141,15477
"3239","51049","51017",0,2019-01-01,9,25,6549,15477
"3240","51049","51199",0,2019-01-01,95,25,111883,15477
"3241","51049","51041",229,2019-01-01,21,25,584264,15477
"3242","51049","51035",20,2019-01-01,18,25,45489,15477
"3243","51049","51600",0,2019-01-01,105,25,33021,15477
"3244","51049","51105",0,2019-01-01,52,25,35683,15477
"3245","51049","51025",25,2019-01-01,13,25,25288,15477
"3246","51049","51135",88,2019-01-01,65,25,24627,15477
"3247","51049","51059",85,2019-01-01,29,25,1763382,15477
"3248","51049","51131",0,2019-01-01,63,25,16552,15477
"3249","51049","51145",461,2019-01-01,70,25,49855,15477
"3250","51049","51810",33,2019-01-01,130,25,784792,15477
"3251","51049","51750",88,2019-01-01,124,25,32409,15477
"3252","51049","51101",12,2019-01-01,50,25,28523,15477
"3253","51049","51171",14,2019-01-01,82,25,70180,15477
"3254","51049","51015",159,2019-01-01,8,25,128468,15477
"3255","51049","51678",15,2019-01-01,113,25,11226,15477
"3256","51049","51610",0,2019-01-01,106,25,18212,15477
"3257","51049","51107",0,2019-01-01,53,25,580113,15477
"3258","51049","51670",0,2019-01-01,112,25,38762,15477
"3259","51049","51137",54,2019-01-01,66,25,56203,15477
"3260","51049","51117",48,2019-01-01,58,25,48003,15477
"3261","51049","51590",19,2019-01-01,103,25,68488,15477
"3262","51049","51820",51,2019-01-01,131,25,34029,15477
"3263","51049","51115",0,2019-01-01,57,25,13186,15477
"3264","51049","51127",0,2019-01-01,62,25,35250,15477
"3265","51049","51173",79,2019-01-01,83,25,50469,15477
"3266","51049","51630",0,2019-01-01,108,25,44534,15477
"3267","51049","51043",0,2019-01-01,22,25,22764,15477
"3268","51049","51790",16,2019-01-01,128,25,38974,15477
"3269","51049","51109",93,2019-01-01,54,25,55210,15477
"3270","51049","51067",134,2019-01-01,33,25,96126,15477
"3271","51049","51155",49,2019-01-01,74,25,57623,15477
"3272","51049","51760",21,2019-01-01,125,25,354947,15477
"3273","51049","51019",218,2019-01-01,10,25,135376,15477
"3274","51049","51830",0,2019-01-01,132,25,21163,15477
"3275","51049","51159",0,2019-01-01,76,25,14532,15477
"3276","51049","51089",80,2019-01-01,44,25,92093,15477
"3277","51049","51033",0,2019-01-01,17,25,50376,15477
"3278","51049","51640",0,2019-01-01,109,25,7278,15477
"3279","51049","51510",0,2019-01-01,96,25,213087,15477
"3280","51049","51003",186,2019-01-01,2,25,156239,15477
"3281","51049","51139",0,2019-01-01,67,25,40673,15477
"3282","51049","51097",0,2019-01-01,48,25,11873,15477
"3283","51049","51770",158,2019-01-01,126,25,158696,15477
"3284","51049","51051",0,2019-01-01,26,25,24349,15477
"3285","51049","51153",33,2019-01-01,73,25,727098,15477
"3286","51049","51009",113,2019-01-01,5,25,58598,15477
"3287","51049","51530",0,2019-01-01,98,25,10410,15477
"3288","51049","51161",198,2019-01-01,77,25,173951,15477
"3289","51049","51047",81,2019-01-01,24,25,78830,15477
"3290","51049","51650",19,2019-01-01,110,25,224693,15477
"3291","51049","51087",179,2019-01-01,43,25,558046,15477
"3292","51049","51031",158,2019-01-01,16,25,101999,15477
"3293","51049","51690",16,2019-01-01,117,25,22276,15477
"3294","51049","51029",717,2019-01-01,15,25,28349,15477
"3295","51049","51013",0,2019-01-01,7,25,302943,15477
"3296","51049","51775",65,2019-01-01,127,25,43358,15477
"3297","51049","51181",0,2019-01-01,87,25,11331,15477
"3298","51049","51027",0,2019-01-01,14,25,34563,15477
"3299","51049","51011",49,2019-01-01,6,25,29404,15477
"3300","51049","51021",20,2019-01-01,11,25,9754,15477
"3301","51049","51133",0,2019-01-01,64,25,17739,15477
"3302","51049","51147",589,2019-01-01,71,25,39815,15477
"3303","51049","51700",55,2019-01-01,118,25,300145,15477
"3304","51049","51045",0,2019-01-01,23,25,8129,15477
"3305","51049","51073",0,2019-01-01,36,25,62095,15477
"3306","51049","51540",0,2019-01-01,99,25,68209,15477
"3307","51049","51185",16,2019-01-01,89,25,66906,15477
"3308","51049","51001",0,2019-01-01,1,25,46982,15477
"3309","51049","51183",26,2019-01-01,88,25,17885,15477
"3310","51049","51165",90,2019-01-01,79,25,130193,15477
"3311","51049","51550",16,2019-01-01,100,25,404560,15477
"3312","51049","51023",65,2019-01-01,12,25,58981,15477
"3313","51049","51095",0,2019-01-01,47,25,109104,15477
"3314","51049","51091",0,2019-01-01,45,25,2025,15477
"3315","51049","51075",57,2019-01-01,37,25,36004,15477
"3316","51049","51191",15,2019-01-01,91,25,87011,15477
"3317","51049","51005",0,2019-01-01,3,25,24296,15477
"3318","51049","51660",15,2019-01-01,111,25,84786,15477
"3319","51049","51093",0,2019-01-01,46,25,60681,15477
"3320","51049","51710",0,2019-01-01,119,25,408163,15477
"3321","51049","51167",0,2019-01-01,80,25,46676,15477
"3322","51049","51720",0,2019-01-01,120,25,6050,15477
"3323","51049","51163",42,2019-01-01,78,25,35665,15477
"3324","51049","51007",174,2019-01-01,4,25,22500,15477
"3325","51049","51049",9078,2019-01-01,25,25,15453,15477
"3326","51051","51069",0,2019-01-01,34,26,137274,22626
"3327","51051","51083",0,2019-01-01,41,26,58170,22626
"3328","51051","51053",0,2019-01-01,27,26,50342,22626
"3329","51051","51077",0,2019-01-01,38,26,22261,22626
"3330","51051","51193",0,2019-01-01,92,26,28073,22626
"3331","51051","51195",637,2019-01-01,93,26,65949,22626
"3332","51051","51740",0,2019-01-01,123,26,161186,22626
"3333","51051","51081",0,2019-01-01,40,26,18707,22626
"3334","51051","51800",0,2019-01-01,129,26,150156,22626
"3335","51051","51103",0,2019-01-01,51,26,14049,22626
"3336","51051","51678",0,2019-01-01,113,26,11226,22626
"3337","51051","51017",0,2019-01-01,9,26,6549,22626
"3338","51051","51043",0,2019-01-01,22,26,22764,22626
"3339","51051","51685",0,2019-01-01,116,26,29141,22626
"3340","51051","51011",0,2019-01-01,6,26,29404,22626
"3341","51051","51610",0,2019-01-01,106,26,18212,22626
"3342","51051","51630",0,2019-01-01,108,26,44534,22626
"3343","51051","51015",0,2019-01-01,8,26,128468,22626
"3344","51051","51580",0,2019-01-01,102,26,8712,22626
"3345","51051","51683",0,2019-01-01,115,26,66164,22626
"3346","51051","51600",0,2019-01-01,105,26,33021,22626
"3347","51051","51063",0,2019-01-01,31,26,27190,22626
"3348","51051","51143",0,2019-01-01,69,26,117603,22626
"3349","51051","51141",0,2019-01-01,68,26,29110,22626
"3350","51051","51071",0,2019-01-01,35,26,27875,22626
"3351","51051","51099",0,2019-01-01,49,26,40754,22626
"3352","51051","51065",0,2019-01-01,32,26,41315,22626
"3353","51051","51061",0,2019-01-01,30,26,107514,22626
"3354","51051","51067",0,2019-01-01,33,26,96126,22626
"3355","51051","51775",0,2019-01-01,127,26,43358,22626
"3356","51051","51057",19,2019-01-01,28,26,19001,22626
"3357","51051","51117",16,2019-01-01,58,26,48003,22626
"3358","51051","51810",33,2019-01-01,130,26,784792,22626
"3359","51051","51031",0,2019-01-01,16,26,101999,22626
"3360","51051","51680",0,2019-01-01,114,26,117483,22626
"3361","51051","51085",0,2019-01-01,42,26,185889,22626
"3362","51051","51125",0,2019-01-01,61,26,22989,22626
"3363","51051","51735",0,2019-01-01,122,26,20849,22626
"3364","51051","51051",19893,2019-01-01,26,26,24349,22626
"3365","51051","51670",0,2019-01-01,112,26,38762,22626
"3366","51051","51119",0,2019-01-01,59,26,16430,22626
"3367","51051","51760",0,2019-01-01,125,26,354947,22626
"3368","51051","51113",0,2019-01-01,56,26,21001,22626
"3369","51051","51147",0,2019-01-01,71,26,39815,22626
"3370","51051","51145",0,2019-01-01,70,26,49855,22626
"3371","51051","51115",0,2019-01-01,57,26,13186,22626
"3372","51051","51047",0,2019-01-01,24,26,78830,22626
"3373","51051","51570",0,2019-01-01,101,26,33302,22626
"3374","51051","51101",0,2019-01-01,50,26,28523,22626
"3375","51051","51003",0,2019-01-01,2,26,156239,22626
"3376","51051","51013",0,2019-01-01,7,26,302943,22626
"3377","51051","51079",0,2019-01-01,39,26,30089,22626
"3378","51051","51027",597,2019-01-01,14,26,34563,22626
"3379","51051","51107",0,2019-01-01,53,26,580113,22626
"3380","51051","51025",0,2019-01-01,13,26,25288,22626
"3381","51051","51137",0,2019-01-01,66,26,56203,22626
"3382","51051","51075",0,2019-01-01,37,26,36004,22626
"3383","51051","51133",0,2019-01-01,64,26,17739,22626
"3384","51051","51033",0,2019-01-01,17,26,50376,22626
"3385","51051","51690",0,2019-01-01,117,26,22276,22626
"3386","51051","51640",0,2019-01-01,109,26,7278,22626
"3387","51051","51173",0,2019-01-01,83,26,50469,22626
"3388","51051","51157",0,2019-01-01,75,26,9162,22626
"3389","51051","51171",0,2019-01-01,82,26,70180,22626
"3390","51051","51790",0,2019-01-01,128,26,38974,22626
"3391","51051","51620",0,2019-01-01,107,26,12464,22626
"3392","51051","51109",0,2019-01-01,54,26,55210,22626
"3393","51051","51595",0,2019-01-01,104,26,7929,22626
"3394","51051","51023",0,2019-01-01,12,26,58981,22626
"3395","51051","51830",0,2019-01-01,132,26,21163,22626
"3396","51051","51660",0,2019-01-01,111,26,84786,22626
"3397","51051","51700",0,2019-01-01,118,26,300145,22626
"3398","51051","51520",68,2019-01-01,97,26,25038,22626
"3399","51051","51127",11,2019-01-01,62,26,35250,22626
"3400","51051","51005",0,2019-01-01,3,26,24296,22626
"3401","51051","51045",0,2019-01-01,23,26,8129,22626
"3402","51051","51510",0,2019-01-01,96,26,213087,22626
"3403","51051","51111",0,2019-01-01,55,26,20351,22626
"3404","51051","51197",0,2019-01-01,94,26,47549,22626
"3405","51051","51770",0,2019-01-01,126,26,158696,22626
"3406","51051","51105",65,2019-01-01,52,26,35683,22626
"3407","51051","51167",793,2019-01-01,80,26,46676,22626
"3408","51051","51035",0,2019-01-01,18,26,45489,22626
"3409","51051","51175",0,2019-01-01,84,26,31773,22626
"3410","51051","51131",0,2019-01-01,63,26,16552,22626
